type,speaker,start,end,text,word,word_position,confidence,overlap_duration
segment,SPEAKER_01,0.43,5.03,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",,,-0.5688779441109539,4.257
word,SPEAKER_01,0.43,0.95,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one","Yeah,",0,0.2797084152698517,4.257
word,SPEAKER_01,1.05,1.09,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",I,1,0.3780750632286072,4.257
word,SPEAKER_01,1.09,1.17,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",reckon,2,0.4583419859409332,4.257
word,SPEAKER_01,1.17,1.33,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",the,3,0.9528666138648987,4.257
word,SPEAKER_01,1.33,1.41,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",one,4,0.9728506207466125,4.257
word,SPEAKER_01,1.41,1.65,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",player,5,0.6815674901008606,4.257
word,SPEAKER_01,1.65,1.81,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",you,6,0.9328171014785767,4.257
word,SPEAKER_01,1.81,1.95,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",didn't,7,0.9789654016494751,4.257
word,SPEAKER_01,1.95,2.23,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",mention,8,0.6904231905937195,4.257
word,SPEAKER_01,2.23,2.47,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",the,9,0.4580608606338501,4.257
word,SPEAKER_01,2.47,2.61,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",West,10,0.2695816159248352,4.257
word,SPEAKER_01,2.61,2.77,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",End,11,0.19153738021850586,4.257
word,SPEAKER_01,2.77,2.89,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",with,12,0.46050000190734863,4.257
word,SPEAKER_01,2.89,3.05,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",lost,13,0.4226856827735901,4.257
word,SPEAKER_01,3.05,3.25,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",is,14,0.6408929824829102,4.257
word,SPEAKER_01,3.25,3.39,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",kind,15,0.2607877552509308,4.257
word,SPEAKER_01,3.39,3.51,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",of,16,0.9967527985572815,4.257
word,SPEAKER_01,3.51,4.19,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",with,17,0.18543341755867004,4.257
word,SPEAKER_01,4.19,4.39,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",this,18,0.3151703476905823,4.257
word,SPEAKER_01,4.39,4.59,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",was,19,0.2570956349372864,4.257
word,SPEAKER_01,4.59,4.69,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",the,20,0.9394791126251221,4.257
word,SPEAKER_01,4.69,4.89,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",worst,21,0.926399827003479,4.257
word,SPEAKER_01,4.89,5.03,"Yeah, I reckon the one player you didn't mention the West End with lost is kind of with this was the worst one",one,22,0.19557003676891327,4.257
segment,SPEAKER_01,5.03,9.21,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",,,-0.5688779441109539,3.995
word,SPEAKER_01,5.03,5.25,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",Glen,0,0.043045032769441605,3.995
word,SPEAKER_01,5.25,5.63,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",Johnson.,1,0.9254012703895569,3.995
word,SPEAKER_01,6.09,6.15,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent","Oh,",2,0.9640666246414185,3.995
word,SPEAKER_01,6.27,6.39,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent","yeah,",3,0.954645574092865,3.995
word,SPEAKER_01,6.39,6.57,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",it's,4,0.6644789576530457,3.995
word,SPEAKER_01,6.57,6.57,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",going,5,0.28983545303344727,3.995
word,SPEAKER_01,6.57,6.67,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",to,6,0.9976692795753479,3.995
word,SPEAKER_01,6.67,6.81,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",be,7,0.9975727200508118,3.995
word,SPEAKER_01,6.81,7.07,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",really,8,0.9173144102096558,3.995
word,SPEAKER_01,7.07,7.75,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",good.,9,0.8128771185874939,3.995
word,SPEAKER_01,7.89,8.29,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",It's,10,0.7138371616601944,3.995
word,SPEAKER_01,8.29,8.35,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",going,11,0.8975028991699219,3.995
word,SPEAKER_01,8.35,8.41,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",to,12,0.9936973452568054,3.995
word,SPEAKER_01,8.41,8.57,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",be,13,0.9975791573524475,3.995
word,SPEAKER_01,8.57,9.21,"Glen Johnson. Oh, yeah, it's going to be really good. It's going to be excellent",excellent,14,0.9785528182983398,3.995
segment,SPEAKER_00,9.69,17.75,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",,,-0.5688779441109539,2.7
word,SPEAKER_00,9.69,10.09,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",So,0,0.43818557262420654,2.7
word,SPEAKER_00,10.09,10.27,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",you've,1,0.7527265548706055,2.7
word,SPEAKER_00,10.27,10.29,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",been,2,0.9679945707321167,2.7
word,SPEAKER_00,10.29,10.43,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",to,3,0.9265486001968384,2.7
word,SPEAKER_00,10.43,10.53,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",see,4,0.8900829553604126,2.7
word,SPEAKER_00,10.53,10.75,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",Tottenham,5,0.7508404155572256,2.7
word,SPEAKER_00,10.75,10.91,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",a,6,0.8875036239624023,2.7
word,SPEAKER_00,10.91,11.05,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",couple,7,0.9966251850128174,2.7
word,SPEAKER_00,11.05,11.21,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",of,8,0.7519786357879639,2.7
word,SPEAKER_00,11.21,11.33,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",times.,9,0.8871926665306091,2.7
word,SPEAKER_00,11.61,12.01,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets","Yeah,",10,0.9742172956466675,2.7
word,SPEAKER_00,12.01,14.89,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",I'm,11,0.3173270560801029,2.7
word,SPEAKER_00,14.89,16.19,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets","like,",12,0.6736067533493042,2.7
word,SPEAKER_00,16.21,16.43,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",you,13,0.4404856562614441,2.7
word,SPEAKER_00,16.43,16.57,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",sure,14,0.8437712788581848,2.7
word,SPEAKER_00,16.57,17.03,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",it,15,0.7548893094062805,2.7
word,SPEAKER_00,17.03,17.21,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",was,16,0.9940640330314636,2.7
word,SPEAKER_00,17.21,17.43,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",cheap,17,0.9363681077957153,2.7
word,SPEAKER_00,17.43,17.75,"So you've been to see Tottenham a couple of times. Yeah, I'm like, you sure it was cheap tickets",tickets,18,0.7248980402946472,2.7
segment,SPEAKER_00,17.75,19.13,So I'll just wait,,,-0.5688779441109539,1.164
word,SPEAKER_00,17.75,18.31,So I'll just wait,So,0,0.07417702674865723,1.164
word,SPEAKER_00,18.31,18.51,So I'll just wait,I'll,1,0.5088924318552017,1.164
word,SPEAKER_00,18.51,18.61,So I'll just wait,just,2,0.9888047575950623,1.164
word,SPEAKER_00,18.61,19.13,So I'll just wait,wait,3,0.40570366382598877,1.164
segment,SPEAKER_01,20.83,31.29,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",,,-0.5688779441109539,2.194
word,SPEAKER_01,20.83,21.41,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",I,0,0.2329985350370407,2.194
word,SPEAKER_01,21.41,21.57,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",think,1,0.811211884021759,2.194
word,SPEAKER_01,21.57,21.79,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",it's,2,0.8143413066864014,2.194
word,SPEAKER_01,21.79,21.79,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",going,3,0.49640294909477234,2.194
word,SPEAKER_01,21.79,21.93,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",to,4,0.9414144158363342,2.194
word,SPEAKER_01,21.93,22.25,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",school.,5,0.8494207262992859,2.194
word,SPEAKER_01,22.69,22.73,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",Okay.,6,0.826334536075592,2.194
word,SPEAKER_01,23.13,23.27,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?","Yeah,",7,0.7930141091346741,2.194
word,SPEAKER_01,23.27,23.71,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",so,8,0.9705102443695068,2.194
word,SPEAKER_01,23.71,24.09,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",you're,9,0.8544810712337494,2.194
word,SPEAKER_01,24.09,24.49,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",15,10,0.9524369239807129,2.194
word,SPEAKER_01,24.49,24.87,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",now,11,0.970219075679779,2.194
word,SPEAKER_01,24.87,25.09,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",coming,12,0.619006335735321,2.194
word,SPEAKER_01,25.09,25.35,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",up,13,0.9888437986373901,2.194
word,SPEAKER_01,25.35,25.59,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",to,14,0.114834725856781,2.194
word,SPEAKER_01,25.59,25.59,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",15.,15,0.1902279555797577,2.194
word,SPEAKER_01,25.69,25.97,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?","Yeah,",16,0.9717769622802734,2.194
word,SPEAKER_01,25.97,26.33,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",so,17,0.9834332466125488,2.194
word,SPEAKER_01,26.33,26.47,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",what,18,0.9608888030052185,2.194
word,SPEAKER_01,26.47,26.61,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",is,19,0.8328204154968262,2.194
word,SPEAKER_01,26.61,26.83,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",the,20,0.25915899872779846,2.194
word,SPEAKER_01,26.83,27.17,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",exam,21,0.8481394648551941,2.194
word,SPEAKER_01,27.17,27.47,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",this,22,0.629822313785553,2.194
word,SPEAKER_01,27.47,28.07,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",year?,23,0.9979830980300903,2.194
word,SPEAKER_01,28.29,28.43,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",Next,24,0.5296626687049866,2.194
word,SPEAKER_01,28.43,28.75,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",year.,25,0.9885479211807251,2.194
word,SPEAKER_01,28.99,29.03,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",Next,26,0.6791141629219055,2.194
word,SPEAKER_01,29.03,29.39,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",year.,27,0.9880093932151794,2.194
word,SPEAKER_01,29.39,29.69,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",Right.,28,0.6928603649139404,2.194
word,SPEAKER_01,29.87,30.03,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",What,29,0.8234119415283203,2.194
word,SPEAKER_01,30.03,30.03,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",are,30,0.3937692642211914,2.194
word,SPEAKER_01,30.03,30.03,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",you,31,0.9963829517364502,2.194
word,SPEAKER_01,30.03,30.17,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",gonna,32,0.2949351370334625,2.194
word,SPEAKER_01,30.17,30.37,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",do,33,0.9575968980789185,2.194
word,SPEAKER_01,30.37,30.57,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",next,34,0.9910838603973389,2.194
word,SPEAKER_01,30.57,31.29,"I think it's going to school. Okay. Yeah, so you're 15 now coming up to 15. Yeah, so what is the exam this year? Next year. Next year. Right. What are you gonna do next year?",year?,35,0.9878261685371399,2.194
segment,SPEAKER_00,31.29,38.93,"I've got to GCSEs next year as the options I picked double-science, food, energy",,,-0.5532449404398601,4.128
word,SPEAKER_00,31.29,32.13,"I've got to GCSEs next year as the options I picked double-science, food, energy",I've,0,0.6758750677108765,4.128
word,SPEAKER_00,32.13,32.25,"I've got to GCSEs next year as the options I picked double-science, food, energy",got,1,0.9342914819717407,4.128
word,SPEAKER_00,32.25,32.41,"I've got to GCSEs next year as the options I picked double-science, food, energy",to,2,0.22116835415363312,4.128
word,SPEAKER_00,32.41,33.11,"I've got to GCSEs next year as the options I picked double-science, food, energy",GCSEs,3,0.7064765493075053,4.128
word,SPEAKER_00,33.11,33.29,"I've got to GCSEs next year as the options I picked double-science, food, energy",next,4,0.8913416862487793,4.128
word,SPEAKER_00,33.29,33.97,"I've got to GCSEs next year as the options I picked double-science, food, energy",year,5,0.9958978295326233,4.128
word,SPEAKER_00,33.97,34.45,"I've got to GCSEs next year as the options I picked double-science, food, energy",as,6,0.39129480719566345,4.128
word,SPEAKER_00,34.45,34.61,"I've got to GCSEs next year as the options I picked double-science, food, energy",the,7,0.7235051989555359,4.128
word,SPEAKER_00,34.61,34.81,"I've got to GCSEs next year as the options I picked double-science, food, energy",options,8,0.972679853439331,4.128
word,SPEAKER_00,34.81,35.03,"I've got to GCSEs next year as the options I picked double-science, food, energy",I,9,0.48923349380493164,4.128
word,SPEAKER_00,35.03,35.97,"I've got to GCSEs next year as the options I picked double-science, food, energy",picked,10,0.9609648585319519,4.128
word,SPEAKER_00,35.97,37.45,"I've got to GCSEs next year as the options I picked double-science, food, energy",double,11,0.47100698947906494,4.128
word,SPEAKER_00,37.45,37.99,"I've got to GCSEs next year as the options I picked double-science, food, energy","-science,",12,0.6200083345174789,4.128
word,SPEAKER_00,38.25,38.47,"I've got to GCSEs next year as the options I picked double-science, food, energy","food,",13,0.710854709148407,4.128
word,SPEAKER_00,38.63,38.93,"I've got to GCSEs next year as the options I picked double-science, food, energy",energy,14,0.6281408071517944,4.128
segment,SPEAKER_00,41.81,43.45,Geography and GCSEP,,,-0.5532449404398601,1.64
word,SPEAKER_00,41.81,42.25,Geography and GCSEP,Geography,0,0.4966197507965262,1.64
word,SPEAKER_00,42.25,42.69,Geography and GCSEP,and,1,0.845270574092865,1.64
word,SPEAKER_00,42.69,43.45,Geography and GCSEP,GCSEP,2,0.6737604439258575,1.64
segment,SPEAKER_01,44.35,48.99,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",,,-0.5532449404398601,4.388
word,SPEAKER_01,44.35,44.79,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",All,0,0.20942573249340057,4.388
word,SPEAKER_01,44.79,44.97,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?","right,",1,0.9967465400695801,4.388
word,SPEAKER_01,45.01,45.15,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",so,2,0.11958592385053635,4.388
word,SPEAKER_01,45.15,45.15,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",you,3,0.5194743275642395,4.388
word,SPEAKER_01,45.15,45.19,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",can,4,0.35658782720565796,4.388
word,SPEAKER_01,45.19,45.49,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",do,5,0.9818202257156372,4.388
word,SPEAKER_01,45.49,45.61,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",like,6,0.20602521300315857,4.388
word,SPEAKER_01,45.61,45.95,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",physical,7,0.967975914478302,4.388
word,SPEAKER_01,45.95,46.89,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",education,8,0.8826499581336975,4.388
word,SPEAKER_01,46.89,47.21,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",as,9,0.2967909574508667,4.388
word,SPEAKER_01,47.21,47.39,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",well.,10,0.8025535941123962,4.388
word,SPEAKER_01,47.65,47.65,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?","Yeah,",11,0.604632556438446,4.388
word,SPEAKER_01,47.65,48.13,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",so,12,0.8793811202049255,4.388
word,SPEAKER_01,48.13,48.25,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",what,13,0.9712543487548828,4.388
word,SPEAKER_01,48.25,48.29,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",do,14,0.883211612701416,4.388
word,SPEAKER_01,48.29,48.29,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",you,15,0.9686266183853149,4.388
word,SPEAKER_01,48.29,48.39,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",have,16,0.9961024522781372,4.388
word,SPEAKER_01,48.39,48.51,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",to,17,0.9983972907066345,4.388
word,SPEAKER_01,48.51,48.63,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",do,18,0.998663067817688,4.388
word,SPEAKER_01,48.63,48.77,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",for,19,0.9896742701530457,4.388
word,SPEAKER_01,48.77,48.99,"All right, so you can do like physical education as well. Yeah, so what do you have to do for that?",that?,20,0.9679659605026245,4.388
segment,SPEAKER_00,49.71,52.85,You have to do an exam and like assess other people in like them,,,-0.5532449404398601,3.14
word,SPEAKER_00,49.71,49.71,You have to do an exam and like assess other people in like them,You,0,0.7157691121101379,3.14
word,SPEAKER_00,49.71,49.95,You have to do an exam and like assess other people in like them,have,1,0.9865769147872925,3.14
word,SPEAKER_00,49.95,50.05,You have to do an exam and like assess other people in like them,to,2,0.9980167150497437,3.14
word,SPEAKER_00,50.05,50.21,You have to do an exam and like assess other people in like them,do,3,0.9807629585266113,3.14
word,SPEAKER_00,50.21,50.39,You have to do an exam and like assess other people in like them,an,4,0.9936224818229675,3.14
word,SPEAKER_00,50.39,50.61,You have to do an exam and like assess other people in like them,exam,5,0.9539781212806702,3.14
word,SPEAKER_00,50.61,50.83,You have to do an exam and like assess other people in like them,and,6,0.3982028365135193,3.14
word,SPEAKER_00,50.83,50.97,You have to do an exam and like assess other people in like them,like,7,0.8639054894447327,3.14
word,SPEAKER_00,50.97,51.21,You have to do an exam and like assess other people in like them,assess,8,0.8902252912521362,3.14
word,SPEAKER_00,51.21,51.47,You have to do an exam and like assess other people in like them,other,9,0.9284522533416748,3.14
word,SPEAKER_00,51.47,52.01,You have to do an exam and like assess other people in like them,people,10,0.9986248016357422,3.14
word,SPEAKER_00,52.01,52.35,You have to do an exam and like assess other people in like them,in,11,0.6747920513153076,3.14
word,SPEAKER_00,52.35,52.63,You have to do an exam and like assess other people in like them,like,12,0.9666024446487427,3.14
word,SPEAKER_00,52.63,52.85,You have to do an exam and like assess other people in like them,them,13,0.6555843353271484,3.14
segment,SPEAKER_00,54.79,60.57,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",,,-0.5532449404398601,2.869
word,SPEAKER_00,54.79,55.23,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",I'm,0,0.9204486906528473,2.869
word,SPEAKER_00,55.23,55.33,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",not,1,0.9867777824401855,2.869
word,SPEAKER_00,55.33,55.43,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",really,2,0.9890927076339722,2.869
word,SPEAKER_00,55.43,55.65,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",100,3,0.7159002423286438,2.869
word,SPEAKER_00,55.65,55.85,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",%,4,0.9719725251197815,2.869
word,SPEAKER_00,55.85,56.07,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",sure,5,0.9954604506492615,2.869
word,SPEAKER_00,56.07,56.23,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",but,6,0.7169728875160217,2.869
word,SPEAKER_00,56.23,56.43,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",like,7,0.9730720520019531,2.869
word,SPEAKER_00,56.43,56.51,"I'm not really 100% sure but like you have to assess other people in what they do. Yeah, they're Billy there",you,8,0.36407479643821716,2.869
